オーダー Id,オーダー日,カテゴリ,カテゴリ (Rank.Csv),サブカテゴリ,メーカー,ランク,出荷モード,出荷日,利益,国/領域,地域,市区町村,製品名,都道府県,顧客区分,顧客名,レコード数,レコード数 1,利益率,割引率,売上,数量
JP-2019-1092602,2019/03/27,家具,家具,本棚,Bush,B,セカンド クラス,2019/03/29,"￥8,770",日本,中部地方,岡崎市,"Bush コーナー シェルフ, 黒",愛知県,消費者,加倉井 朋美,1,1,0.21,0,41780,5
JP-2020-1412900,2020/08/25,家電,家電,事務機器,エプソン,S,通常配送,2020/08/29,￥364,日本,中国地方,福山市,"エプソン 電話, 白",広島県,大企業,方波見 凛,1,1,0.01,0,37044,7
JP-2019-1390705,2019/08/27,事務用品,事務用品,アプライアンス,クイジナート,A,通常配送,2019/09/01,"￥5,844",日本,東北地方,青森市,"クイジナート ミキサー, 黒",青森県,消費者,黒澤 正男,1,1,0.44,0,13284,3
JP-2019-1390705,2019/08/27,家具,家具,椅子,Hon,B,通常配送,2019/09/01,"￥2,284",日本,東北地方,青森市,"Hon ビーチ チェア, 赤",青森県,消費者,黒澤 正男,1,1,0.38,0,6020,2
JP-2017-1039545,2017/05/20,家具,家具,家具,Tenex,B,通常配送,2017/05/24,"￥6,888",日本,関東地方,所沢市,"Tenex 電球, マルチパック",埼玉県,大企業,岡井 葵,1,1,0.39,0,17724,14
JP-2017-1039545,2017/05/20,事務用品,事務用品,文房具,Fiskars,A,通常配送,2017/05/24,￥170,日本,関東地方,所沢市,"Fiskars 裁断機, スチール",埼玉県,大企業,岡井 葵,1,1,0.03,0,5560,2
JP-2020-1747916,2020/03/27,事務用品,事務用品,バインダー,カーディナル,A,セカンド クラス,2020/03/31,"￥2,150",日本,中部地方,飯田市,"カーディナル とじ機, エコノミー",長野県,小規模事業所,湯谷 貞子,1,1,0.13,0,16590,5
JP-2020-1747916,2020/03/27,家具,家具,家具,Rubbermaid,B,セカンド クラス,2020/03/31,"￥3,916",日本,中部地方,飯田市,"Rubvermaid 時計, プレミアム",長野県,小規模事業所,湯谷 貞子,1,1,0.11,0,35772,11
JP-2020-1747916,2020/03/27,事務用品,事務用品,文房具,Elite,A,セカンド クラス,2020/03/31,"￥2,712",日本,中部地方,飯田市,"Elite 定規, 業務用",長野県,小規模事業所,湯谷 貞子,1,1,0.44,0,6168,6
JP-2020-1747916,2020/03/27,事務用品,事務用品,バインダー,Ibico,A,セカンド クラス,2020/03/31,￥478,日本,中部地方,飯田市,"Ibico バインダー, クリア",長野県,小規模事業所,湯谷 貞子,1,1,0.48,0,,1
JP-2020-1747916,2020/03/27,家電,家電,コピー機,シャープ,S,セカンド クラス,2020/03/31,"￥21,528",日本,中部地方,飯田市,"シャープ ファックスとコピー機, デジタル",長野県,小規模事業所,湯谷 貞子,1,1,0.32,0,67296,6
JP-2020-1747916,2020/03/27,家具,家具,椅子,Hon,B,セカンド クラス,2020/03/31,"￥8,196",日本,中部地方,飯田市,"Hon 折り畳み式の椅子, 2 つセット",長野県,小規模事業所,湯谷 貞子,1,1,0.49,0,16734,3
JP-2018-1948198,2018/09/19,家具,家具,テーブル,Bevis,B,通常配送,2018/09/23,"￥33,936",日本,九州,宇佐市,"Bevis コーヒー テーブル, 黒",大分県,消費者,水上 瞳,1,1,0.4,0,84848,4
JP-2017-1379375,2017/06/03,家電,家電,事務機器,パナソニック,S,通常配送,2017/06/07,"￥10,428",日本,四国,松山市,"パナソニック カード プリンター, マルチカラー",愛媛県,大企業,矢幡 翔太,1,1,0.45,0,23176,2
JP-2017-1379375,2017/06/03,家電,家電,事務機器,パナソニック,S,通常配送,2017/06/07,"￥26,070",日本,四国,松山市,"パナソニック カード プリンター, マルチカラー",愛媛県,大企業,矢幡 翔太,1,1,0.45,0,57940,5
JP-2017-1379375,2017/06/03,事務用品,事務用品,保管箱,Smead,A,通常配送,2017/06/07,￥425,日本,四国,松山市,"Smead ボックス, フル サイズ",愛媛県,大企業,矢幡 翔太,1,1,0.12,0,3600,5
JP-2017-1379375,2017/06/03,家具,家具,家具,Rubbermaid,B,通常配送,2017/06/07,-￥535,日本,四国,松山市,"Rubvermaid 積み重ねトレイ, 高耐久性",愛媛県,大企業,矢幡 翔太,1,1,-0.23,0.2,2365,2
JP-2017-1379375,2017/06/03,家電,家電,事務機器,OKI データ,S,通常配送,2017/06/07,"￥26,950",日本,四国,松山市,"OKI データ レシート プリンター, マルチカラー",愛媛県,大企業,矢幡 翔太,1,1,0.47,0,57358,7
JP-2017-1379375,2017/06/03,事務用品,事務用品,保管箱,Tenex,A,通常配送,2017/06/07,￥85,日本,四国,松山市,"Tenex ロッカー, 青",愛媛県,大企業,矢幡 翔太,1,1,0.01,0,13610,1
JP-2017-1906835,2017/06/01,事務用品,事務用品,紙,Eaton,A,通常配送,2017/06/08,￥160,日本,関西地方,和泉市,"Eaton 硫酸紙, リサイクル",大阪府,大企業,島崎 美優,1,1,0.09,0,1784,2
JP-2018-1867728,2018/07/21,家具,家具,本棚,Sauder,B,通常配送,2018/07/27,"-￥1,670",日本,東北地方,一関市,"Sauder キャビネット, 従来型",岩手県,大企業,益本 海斗,1,1,-0.08,0.4,20002,3
JP-2018-1950692,2018/10/03,事務用品,事務用品,文房具,Elite,A,ファースト クラス,2018/10/05,"￥3,640",日本,中部地方,高岡市,"Elite ペーパー ナイフ, 青",富山県,大企業,田添 霞,1,1,0.5,0,7280,4
JP-2017-1951183,2017/02/28,事務用品,事務用品,保管箱,Fellowes,A,通常配送,2017/03/06,"-￥1,319",日本,関西地方,桑名市,"Fellowes ボックス, 青",三重県,大企業,吉積 一樹,1,1,-0.56,0.4,2362,3
JP-2019-1951573,2019/06/26,家具,家具,本棚,Sauder,B,セカンド クラス,2019/06/29,"￥7,281",日本,関東地方,武蔵野市,"Sauder 書庫, 白",東京都,大企業,川並 由美,1,1,0.16,0.15,44217,2
JP-2018-1075065,2018/01/07,事務用品,事務用品,紙,エナーマックス,A,セカンド クラス,2018/01/12,"￥2,786",日本,関東地方,相模原市中央区,"エナーマックス リーム, プレミアム",神奈川県,大企業,可児 勝,1,1,0.21,0,13286,7
JP-2020-1433988,2020/11/27,家電,家電,事務機器,StarTech,S,ファースト クラス,2020/11/29,"￥2,004",日本,関東地方,高崎市,"StarTech 計算機, 高耐久性",群馬県,消費者,折井 真一,1,1,0.25,0,8016,3
JP-2020-1433988,2020/11/27,事務用品,事務用品,クリップ,Accos,A,ファースト クラス,2020/11/29,"￥1,752",日本,関東地方,高崎市,"Accos ホチキス, 大容量パック",群馬県,消費者,折井 真一,1,1,0.4,0,4380,6
JP-2019-1427947,2019/02/14,家具,家具,椅子,Safco,B,通常配送,2019/02/20,"￥15,318",日本,中部地方,柏崎市,"SAFCO 椅子用マット, 調整可能",新潟県,消費者,西谷 弘子,1,1,0.41,0,37386,9
JP-2019-1427947,2019/02/14,家電,家電,コピー機,シャープ,S,通常配送,2019/02/20,"￥17,940",日本,中部地方,柏崎市,"シャープ ファックスとコピー機, デジタル",新潟県,消費者,西谷 弘子,1,1,0.32,0,56080,5
JP-2019-1427947,2019/02/14,家電,家電,コピー機,シャープ,S,通常配送,2019/02/20,"￥14,256",日本,中部地方,柏崎市,"シャープ ファックス, カラー",新潟県,消費者,西谷 弘子,1,1,0.24,0,59418,3
JP-2019-1427947,2019/02/14,家電,家電,コピー機,ヒューレット・パッカード,S,通常配送,2019/02/20,"￥6,538",日本,中部地方,柏崎市,"ヒューレット・パッカード コピー機, カラー",新潟県,消費者,西谷 弘子,1,1,0.37,0,17674,1
JP-2019-1427947,2019/02/14,事務用品,事務用品,画材,Boston,A,通常配送,2019/02/20,"￥2,235",日本,中部地方,柏崎市,"Boston 蛍光ペン, 大容量パック",新潟県,消費者,西谷 弘子,1,1,0.23,0.3,9825,11
JP-2020-1002711,2020/09/03,事務用品,事務用品,画材,BIC,A,通常配送,2020/09/08,￥810,日本,関東地方,川口市,"BIC スケッチ帳, 青",埼玉県,小規模事業所,西岡 太陽,1,1,0.05,0,16220,5
JP-2020-1002711,2020/09/03,事務用品,事務用品,保管箱,Eldon,A,通常配送,2020/09/08,"￥1,344",日本,関東地方,川口市,"Eldon ボックス, 業務用",埼玉県,小規模事業所,西岡 太陽,1,1,0.47,0,2864,4
JP-2019-1364223,2019/05/09,家電,家電,事務機器,エプソン,S,通常配送,2019/05/15,￥936,日本,中国地方,呉市,"エプソン レシート プリンター, マルチカラー",広島県,大企業,津野 延,1,1,0.03,0,31208,4
JP-2019-1364223,2019/05/09,事務用品,事務用品,封筒,Ames,A,通常配送,2019/05/15,"￥3,776",日本,中国地方,呉市,"Ames 各種封筒, 赤",広島県,大企業,津野 延,1,1,0.36,0,10504,4
JP-2019-1364223,2019/05/09,事務用品,事務用品,クリップ,Stockwell,A,通常配送,2019/05/15,￥272,日本,中国地方,呉市,"Stockwell 画鋲, メタル",広島県,大企業,津野 延,1,1,0.15,0,1820,2
JP-2019-1959871,2019/01/03,事務用品,事務用品,紙,ゼロックス,A,通常配送,2019/01/07,"￥3,668",日本,関東地方,所沢市,"ゼロックス ノート, リサイクル",埼玉県,小規模事業所,亀石 桐子,1,1,0.3,0,12264,7
JP-2019-1959923,2019/05/19,事務用品,事務用品,バインダー,アコ,A,通常配送,2019/05/23,"￥3,550",日本,関西地方,西宮市,"アコ 穴あけパンチ, リサイクル",兵庫県,小規模事業所,八野 克己,1,1,0.35,0,10160,5
JP-2020-1933847,2020/07/08,事務用品,事務用品,文房具,Fiskars,A,セカンド クラス,2020/07/11,"￥1,544",日本,中部地方,長岡市,"Fiskars カッター ナイフ, 長方形",新潟県,消費者,登川 海斗,1,1,0.36,0,4296,2
JP-2020-1933847,2020/07/08,家具,家具,家具,Rubbermaid,B,セカンド クラス,2020/07/11,￥690,日本,中部地方,長岡市,"Rubvermaid 電球, プレミアム",新潟県,消費者,登川 海斗,1,1,0.12,0,5820,5
JP-2020-1933847,2020/07/08,家電,家電,付属品,ベルキン,S,セカンド クラス,2020/07/11,"￥6,744",日本,中部地方,長岡市,"ベルキン メモリ カード, 高耐久性",新潟県,消費者,登川 海斗,1,1,0.22,0,30672,4
JP-2018-1960549,2018/06/29,事務用品,事務用品,ラベル,Avery,A,ファースト クラス,2018/06/30,-￥169,日本,東北地方,いわき市,"Avery 法的提出用ラベル, 白",福島県,消費者,早山 陽子,1,1,-0.19,0.4,,2
JP-2018-1960549,2018/06/29,事務用品,事務用品,ラベル,Smead,A,ファースト クラス,2018/06/30,"-￥3,027",日本,東北地方,いわき市,"Smead 色分けラベル, 赤",福島県,消費者,早山 陽子,1,1,-0.53,0.4,5663,11
JP-2018-1486445,2018/09/25,事務用品,事務用品,アプライアンス,ブレビル,A,通常配送,2018/09/29,"￥8,184",日本,関西地方,堺市堺区,"ブレビル ミキサー, シルバー",大阪府,小規模事業所,猪崎 陽子,1,1,0.45,0,18198,3
JP-2018-1406102,2018/04/08,家具,家具,椅子,Safco,B,通常配送,2018/04/13,"￥2,682",日本,四国,今治市,"SAFCO ビーチ チェア, 2 つセット",愛媛県,大企業,岩渕 美羽,1,1,0.26,0,10338,3
JP-2019-1961693,2019/01/22,家電,家電,付属品,サンディスク,S,ファースト クラス,2019/01/25,"￥3,256",日本,九州,田川郡川崎町,"サンディスク キーボード, エコノミー",福岡県,大企業,野林 法子,1,1,0.3,0,10864,2
JP-2019-1665333,2019/01/16,事務用品,事務用品,画材,Sanford,A,通常配送,2019/01/20,"-￥1,474",日本,中部地方,三島市,"Sanford マーカー, メタル",静岡県,消費者,綾部 剛,1,1,-0.25,0.4,5882,6
JP-2019-1665333,2019/01/16,家電,家電,電話機,シスコ,S,通常配送,2019/01/20,"￥1,646",日本,中部地方,三島市,"シスコ ヘッドセット, 青",静岡県,消費者,綾部 剛,1,1,0.12,0.4,14150,4
JP-2019-1665333,2019/01/16,家具,家具,家具,Deflect-O,B,通常配送,2019/01/20,-￥271,日本,中部地方,三島市,"Deflect-O 時計, 黒",静岡県,消費者,綾部 剛,1,1,-0.07,0.4,4025,2
JP-2019-1665333,2019/01/16,家具,家具,家具,Tenex,B,通常配送,2019/01/20,-￥686,日本,中部地方,三島市,"Tenex ドア ストッパー, プレミアム",静岡県,消費者,綾部 剛,1,1,-0.1,0.4,6802,4
JP-2019-1665333,2019/01/16,事務用品,事務用品,バインダー,ウィルソン・ジョーンズ,A,通常配送,2019/01/20,￥173,日本,中部地方,三島市,"ウィルソン・ジョーンズ バインダー カバー, エコノミー",静岡県,消費者,綾部 剛,1,1,0.05,0.4,3581,8
JP-2019-1665333,2019/01/16,事務用品,事務用品,封筒,Jiffy,A,通常配送,2019/01/20,-￥412,日本,中部地方,三島市,"Jiffy クラフト封筒, 50 枚セット",静岡県,消費者,綾部 剛,1,1,-0.4,0.4,1022,3
JP-2019-1665333,2019/01/16,事務用品,事務用品,クリップ,OIC,A,通常配送,2019/01/20,￥275,日本,中部地方,三島市,"OIC 輪ゴム, メタル",静岡県,消費者,綾部 剛,1,1,0.13,0.4,2063,3
JP-2019-1665333,2019/01/16,家電,家電,コピー機,ブラザー,S,通常配送,2019/01/20,"-￥22,400",日本,中部地方,三島市,"ブラザー ファックス, カラー",静岡県,消費者,綾部 剛,1,1,-0.58,0.4,38398,3
JP-2019-1665333,2019/01/16,事務用品,事務用品,ラベル,Avery,A,通常配送,2019/01/20,-￥200,日本,中部地方,三島市,"Avery 輸送用ラベル, 白",静岡県,消費者,綾部 剛,1,1,-0.08,0.4,2370,5
JP-2020-1969563,2020/04/17,事務用品,事務用品,紙,Green Bar,A,通常配送,2020/04/21,"￥1,350",日本,中部地方,豊田市,"Green Bar 事務用品, プレミアム",愛知県,消費者,笹本 修,1,1,0.14,0,9678,3
JP-2018-1970523,2018/12/26,事務用品,事務用品,封筒,GlobeWeis,A,セカンド クラス,2018/12/29,"￥4,098",日本,関東地方,横須賀市,"GlobeWeis 社内用封筒, リサイクル",神奈川県,消費者,神田 丈夫,1,1,0.44,0,9324,3
JP-2019-1971428,2019/08/18,家電,家電,コピー機,HP,S,セカンド クラス,2019/08/21,"-￥16,573",日本,関西地方,松阪市,"HP コピー機, 2 つセット",三重県,大企業,内河 学,1,1,-0.57,0.4,29243,3
JP-2019-1972045,2019/04/21,事務用品,事務用品,クリップ,Stockwell,A,通常配送,2019/04/28,￥456,日本,関西地方,三田市,"Stockwell 画鋲, 各種サイズ",兵庫県,大企業,越田 正,1,1,0.21,0,2196,3
JP-2019-1039545,2019/10/30,事務用品,事務用品,紙,サンディスク,A,通常配送,2019/11/05,￥192,日本,中部地方,上田市,"サンディスク 硫酸紙, マルチカラー",長野県,大企業,清野 正,1,1,0.08,0,2416,2
JP-2019-1039545,2019/10/30,家具,家具,家具,Eldon,B,通常配送,2019/11/05,￥990,日本,中部地方,上田市,"Eldon 時計, プレミアム",長野県,大企業,清野 正,1,1,0.09,0,11028,3
JP-2019-1039545,2019/10/30,事務用品,事務用品,保管箱,Tenex,A,通常配送,2019/11/05,"￥5,504",日本,中部地方,上田市,"Tenex ファイル カート, メタル",長野県,大企業,清野 正,1,1,0.31,0,17760,2
JP-2019-1039545,2019/10/30,事務用品,事務用品,封筒,Cameo,A,通常配送,2019/11/05,￥864,日本,中部地方,上田市,"Cameo 各種封筒, シルバー",長野県,大企業,清野 正,1,1,0.32,0,2704,1
JP-2019-1039545,2019/10/30,事務用品,事務用品,ラベル,Novimex,A,通常配送,2019/11/05,￥700,日本,中部地方,上田市,"Novimex 色分けラベル, 白",長野県,大企業,清野 正,1,1,0.17,0,4140,5
JP-2019-1039545,2019/10/30,家電,家電,事務機器,エプソン,S,通常配送,2019/11/05,"-￥2,774",日本,中部地方,上田市,"エプソン レシート プリンター, 白",長野県,大企業,清野 正,1,1,-0.17,0.3,16162,3
JP-2018-1412014,2018/01/27,家電,家電,付属品,メモレックス,S,即日配送,2018/01/27,"￥6,408",日本,九州,大牟田市,"メモレックス メモリ カード, エコノミー",福岡県,小規模事業所,和栗 明美,1,1,0.47,0,13636,2
JP-2020-1529897,2020/03/04,家電,家電,コピー機,ブラザー,S,即日配送,2020/03/04,"-￥19,411",日本,中部地方,掛川市,"ブラザー コピー機, 2 つセット",静岡県,消費者,冨田 正博,1,1,-0.62,0.4,31475,3
JP-2020-1529897,2020/03/04,家具,家具,椅子,Safco,B,即日配送,2020/03/04,-￥990,日本,中部地方,掛川市,"SAFCO ロッキング チェア, 赤",静岡県,消費者,冨田 正博,1,1,-0.18,0.4,5396,1
JP-2020-1529897,2020/03/04,家電,家電,コピー機,キヤノン,S,即日配送,2020/03/04,"-￥18,662",日本,中部地方,掛川市,"キヤノン ファックス, デジタル",静岡県,消費者,冨田 正博,1,1,-0.18,0.4,101770,8
JP-2020-1529897,2020/03/04,事務用品,事務用品,紙,Eaton,A,即日配送,2020/03/04,￥52,日本,中部地方,掛川市,"Eaton リーム, リサイクル",静岡県,消費者,冨田 正博,1,1,0.05,0.4,1058,1
JP-2020-1976108,2020/09/25,事務用品,事務用品,画材,Stanley,A,通常配送,2020/09/30,￥164,日本,関東地方,越谷市,"Stanley ペン, メタル",埼玉県,大企業,小菅 禎子,1,1,0.11,0,1508,2
JP-2017-1976200,2017/09/22,事務用品,事務用品,保管箱,Tenex,A,セカンド クラス,2017/09/24,￥170,日本,中国地方,鳥取市,"Tenex トレイ, フル サイズ",鳥取県,小規模事業所,門松 輝,1,1,0.02,0,7232,2
JP-2017-1976200,2017/09/22,事務用品,事務用品,ラベル,Hon,A,セカンド クラス,2017/09/24,￥60,日本,中国地方,鳥取市,"Hon 輸送用ラベル, 白",鳥取県,小規模事業所,門松 輝,1,1,0.04,0,1516,2
JP-2019-1977022,2019/02/19,事務用品,事務用品,保管箱,Eldon,A,即日配送,2019/02/19,￥255,日本,中部地方,各務原市,"Eldon トレイ, フル サイズ",岐阜県,大企業,下谷 恵介,1,1,0.03,0,9600,3
JP-2019-1977022,2019/02/19,家具,家具,本棚,イケア,B,即日配送,2019/02/19,"￥2,928",日本,中部地方,各務原市,"イケア 本棚, メタル",岐阜県,大企業,下谷 恵介,1,1,0.36,0,8136,1
JP-2019-1754955,2019/11/06,事務用品,事務用品,ラベル,Avery,A,通常配送,2019/11/11,￥248,日本,中部地方,豊橋市,"Avery 丸型ラベル, 赤",愛知県,小規模事業所,高良 結衣,1,1,0.27,0,,2
JP-2019-1754955,2019/11/06,事務用品,事務用品,文房具,Elite,A,通常配送,2019/11/11,"￥3,094",日本,中部地方,豊橋市,"Elite ペーパー ナイフ, 業務用",愛知県,小規模事業所,高良 結衣,1,1,0.23,0,13496,7
